,Date,Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
32031,2013-05-29,Sydney,0.2,2.0,4.9,W,20.0,W,ENE,15.0,15.0,94.0,60.0,1031.4,1027.8,8.0,3.0,12.3,20.6,No,No
32032,2013-05-30,Sydney,0.0,2.6,5.7,E,24.0,WNW,ENE,15.0,7.0,90.0,67.0,1029.3,1025.9,4.0,5.0,12.8,20.0,No,No
32034,2013-06-01,Sydney,0.0,4.0,3.0,NW,52.0,N,N,11.0,17.0,62.0,61.0,1019.4,1014.1,6.0,7.0,18.7,19.9,No,Yes
32035,2013-06-02,Sydney,14.8,3.0,1.8,S,81.0,W,SW,20.0,24.0,92.0,68.0,1006.1,1009.8,8.0,7.0,14.7,14.0,Yes,Yes
32037,2013-06-04,Sydney,0.0,3.6,9.3,W,41.0,W,S,24.0,9.0,66.0,53.0,1026.3,1023.8,3.0,1.0,12.2,20.7,No,No
32038,2013-06-05,Sydney,0.0,3.4,2.3,W,26.0,WNW,ENE,7.0,13.0,87.0,70.0,1025.8,1021.6,8.0,7.0,11.7,18.3,No,No
32039,2013-06-06,Sydney,0.0,1.6,2.3,NNW,26.0,W,NNE,15.0,6.0,61.0,59.0,1022.8,1020.0,7.0,8.0,14.9,19.2,No,No
32040,2013-06-07,Sydney,0.0,2.0,1.8,SSE,41.0,NNW,SSW,20.0,15.0,70.0,55.0,1019.8,1018.5,8.0,6.0,18.5,21.6,No,No
32041,2013-06-08,Sydney,0.0,3.0,1.5,SSE,43.0,W,SE,19.0,11.0,73.0,53.0,1030.7,1028.6,7.0,7.0,14.2,17.5,No,No
32042,2013-06-09,Sydney,0.0,7.0,6.9,ENE,26.0,W,ENE,13.0,15.0,80.0,63.0,1028.6,1024.3,4.0,7.0,12.6,18.4,No,No
32043,2013-06-10,Sydney,0.0,1.4,3.9,NNW,28.0,W,WNW,13.0,17.0,90.0,67.0,1021.6,1018.7,2.0,8.0,11.1,18.5,No,No
32044,2013-06-11,Sydney,0.8,0.2,8.5,W,30.0,W,WNW,17.0,9.0,94.0,54.0,1021.0,1017.6,3.0,6.0,11.3,18.4,No,No
32045,2013-06-12,Sydney,0.0,2.0,1.0,W,41.0,WNW,W,13.0,19.0,85.0,90.0,1015.1,1009.7,7.0,6.0,11.6,15.8,No,Yes
32046,2013-06-13,Sydney,8.4,0.6,8.6,NW,48.0,WNW,WNW,15.0,20.0,89.0,45.0,1007.0,1004.3,3.0,3.0,13.4,20.1,Yes,No
32047,2013-06-14,Sydney,0.0,3.6,7.0,W,46.0,NNW,WSW,17.0,22.0,64.0,46.0,1005.2,1002.9,2.0,6.0,14.0,18.5,No,No
32048,2013-06-15,Sydney,0.0,4.0,5.0,WSW,43.0,WSW,SSW,24.0,11.0,58.0,46.0,1009.9,1009.9,4.0,7.0,13.8,17.3,No,No
32049,2013-06-16,Sydney,0.0,3.2,9.5,W,41.0,W,S,24.0,15.0,59.0,50.0,1014.4,1011.6,2.0,4.0,11.8,16.6,No,No
32050,2013-06-17,Sydney,0.0,3.8,3.8,S,44.0,W,SW,26.0,17.0,65.0,56.0,1009.5,1008.3,6.0,6.0,11.0,15.7,No,No
32051,2013-06-18,Sydney,0.0,1.6,8.0,S,43.0,W,S,26.0,17.0,76.0,52.0,1013.5,1012.2,1.0,2.0,9.6,16.1,No,Yes
32052,2013-06-19,Sydney,15.6,3.2,0.0,S,52.0,W,SSW,24.0,26.0,80.0,65.0,1021.7,1021.3,6.0,7.0,10.5,14.3,Yes,Yes
32053,2013-06-20,Sydney,1.4,2.8,7.2,SSW,39.0,W,SSW,26.0,20.0,71.0,57.0,1024.2,1021.0,3.0,6.0,9.9,15.6,Yes,No
32054,2013-06-21,Sydney,0.0,2.0,8.1,W,31.0,W,SSW,19.0,15.0,79.0,58.0,1021.6,1019.1,5.0,2.0,9.6,16.1,No,Yes
32055,2013-06-22,Sydney,1.2,2.4,0.0,SE,39.0,W,SSW,26.0,17.0,87.0,83.0,1024.9,1024.2,7.0,7.0,7.9,11.9,Yes,Yes
32056,2013-06-23,Sydney,56.2,0.4,0.2,SSE,41.0,WNW,SSW,7.0,19.0,93.0,90.0,1028.5,1026.7,7.0,7.0,11.0,11.9,Yes,Yes
32057,2013-06-24,Sydney,53.4,0.2,0.1,W,39.0,W,WNW,17.0,11.0,91.0,77.0,1021.7,1017.9,7.0,7.0,10.2,13.1,Yes,Yes
32058,2013-06-25,Sydney,5.0,2.4,0.2,SSE,41.0,W,W,17.0,9.0,93.0,90.0,1016.3,1014.8,8.0,6.0,10.6,13.8,Yes,Yes
32059,2013-06-26,Sydney,15.6,1.4,4.3,SSE,52.0,SE,SE,31.0,20.0,84.0,63.0,1019.8,1020.0,7.0,7.0,16.7,19.2,Yes,No
32060,2013-06-27,Sydney,0.8,3.4,2.4,WNW,26.0,W,ESE,15.0,19.0,93.0,64.0,1022.9,1020.7,7.0,7.0,13.4,17.6,No,Yes
32061,2013-06-28,Sydney,16.8,2.8,0.0,ESE,41.0,W,ENE,9.0,15.0,93.0,83.0,1023.7,1022.5,7.0,7.0,13.3,16.0,Yes,Yes
32062,2013-06-29,Sydney,41.0,3.2,0.0,E,28.0,SSE,SSE,9.0,9.0,90.0,87.0,1024.8,1023.0,8.0,8.0,13.6,13.2,Yes,Yes
32063,2013-06-30,Sydney,51.0,2.0,2.2,SE,37.0,W,SSW,11.0,9.0,94.0,82.0,1025.7,1023.5,7.0,5.0,12.4,16.6,Yes,Yes
32064,2013-07-01,Sydney,9.8,0.8,9.8,W,26.0,W,E,20.0,7.0,89.0,56.0,1024.4,1021.9,1.0,1.0,10.3,18.5,Yes,No
32065,2013-07-02,Sydney,0.0,2.2,9.8,W,33.0,W,WNW,20.0,4.0,77.0,46.0,1024.9,1021.0,1.0,2.0,10.2,18.9,No,No
32066,2013-07-03,Sydney,0.0,2.2,9.5,W,26.0,WNW,NNE,19.0,13.0,82.0,53.0,1024.4,1020.8,1.0,0.0,9.5,19.2,No,No
32067,2013-07-04,Sydney,0.0,2.6,9.8,NW,43.0,NNW,NNW,17.0,22.0,57.0,38.0,1016.3,1011.5,0.0,1.0,14.7,22.6,No,No
32068,2013-07-05,Sydney,0.0,4.0,9.7,W,65.0,NW,W,20.0,33.0,54.0,30.0,1010.9,1010.8,1.0,1.0,16.0,18.5,No,No
32069,2013-07-06,Sydney,0.0,4.2,9.8,WSW,37.0,WNW,WNW,13.0,19.0,57.0,31.0,1020.1,1018.1,0.0,0.0,10.2,17.1,No,No
32070,2013-07-07,Sydney,0.0,4.0,9.5,W,35.0,W,WSW,19.0,11.0,62.0,35.0,1026.9,1025.6,1.0,1.0,10.0,17.7,No,No
32071,2013-07-08,Sydney,0.0,2.2,9.1,W,33.0,W,SSE,19.0,17.0,68.0,36.0,1031.7,1029.9,0.0,3.0,9.3,17.7,No,Yes
32072,2013-07-09,Sydney,1.6,3.0,1.0,W,30.0,W,SSW,19.0,17.0,83.0,84.0,1035.0,1033.6,5.0,7.0,9.3,11.8,Yes,Yes
32073,2013-07-10,Sydney,8.0,1.2,2.7,W,24.0,W,SSE,17.0,13.0,84.0,71.0,1033.5,1031.6,7.0,6.0,10.3,14.8,Yes,No
32074,2013-07-11,Sydney,0.0,1.2,8.2,W,30.0,W,E,20.0,9.0,91.0,62.0,1035.3,1032.2,2.0,5.0,9.1,17.0,No,No
32075,2013-07-12,Sydney,0.2,1.2,8.4,W,30.0,W,WNW,17.0,6.0,92.0,46.0,1031.1,1027.1,1.0,1.0,9.6,19.2,No,No
32076,2013-07-13,Sydney,0.0,3.0,5.0,WNW,26.0,W,E,15.0,2.0,85.0,61.0,1029.2,1027.3,7.0,6.0,10.9,17.3,No,No
32077,2013-07-14,Sydney,0.0,1.0,8.5,W,24.0,W,NE,11.0,15.0,88.0,60.0,1028.4,1025.4,4.0,8.0,10.7,17.5,No,No
32078,2013-07-15,Sydney,0.2,3.6,1.7,NNW,33.0,NW,NNW,4.0,13.0,78.0,58.0,1024.6,1021.9,7.0,7.0,15.4,19.4,No,Yes
32079,2013-07-16,Sydney,1.4,0.2,3.4,NW,26.0,W,NE,9.0,13.0,88.0,67.0,1024.7,1022.1,7.0,4.0,15.1,19.6,Yes,Yes
32080,2013-07-17,Sydney,4.8,1.8,8.7,NE,22.0,W,E,9.0,9.0,85.0,48.0,1023.8,1020.6,4.0,3.0,14.5,23.0,Yes,No
32081,2013-07-18,Sydney,0.0,2.4,3.9,NNE,30.0,W,NE,7.0,13.0,85.0,72.0,1022.9,1019.4,7.0,7.0,15.1,19.4,No,No
32082,2013-07-19,Sydney,0.0,3.2,1.6,NNW,57.0,NE,N,15.0,17.0,66.0,73.0,1015.7,1011.7,4.0,7.0,18.1,17.5,No,No
32083,2013-07-20,Sydney,0.8,2.4,8.9,NNW,48.0,N,NW,17.0,26.0,65.0,38.0,1009.3,1005.4,2.0,2.0,16.5,19.8,No,No
32084,2013-07-21,Sydney,0.2,6.4,10.1,NW,54.0,NW,WNW,24.0,31.0,49.0,29.0,1016.0,1013.2,1.0,1.0,11.0,16.0,No,No
32085,2013-07-22,Sydney,0.0,3.8,9.9,WNW,54.0,WNW,W,17.0,26.0,54.0,28.0,1019.4,1016.3,2.0,2.0,12.2,16.6,No,No
32086,2013-07-23,Sydney,0.0,3.2,8.0,WSW,44.0,W,WSW,17.0,19.0,60.0,42.0,1019.9,1018.5,1.0,7.0,11.0,15.9,No,No
32087,2013-07-24,Sydney,0.0,4.0,4.8,SSW,48.0,WSW,SSW,17.0,20.0,61.0,46.0,1026.6,1026.4,1.0,6.0,12.3,16.6,No,No
32088,2013-07-25,Sydney,0.0,3.0,8.6,WNW,33.0,W,E,20.0,9.0,72.0,38.0,1029.8,1026.6,1.0,3.0,8.8,17.9,No,No
32089,2013-07-26,Sydney,0.0,3.4,9.3,WNW,22.0,WNW,WNW,15.0,7.0,75.0,32.0,1025.9,1023.3,5.0,1.0,9.2,19.5,No,No
32090,2013-07-27,Sydney,0.0,1.8,9.9,W,28.0,W,E,22.0,15.0,62.0,56.0,1031.0,1028.2,1.0,1.0,9.4,17.8,No,No
32091,2013-07-28,Sydney,0.0,3.6,6.8,NNE,26.0,WNW,E,7.0,17.0,84.0,64.0,1029.8,1025.8,6.0,6.0,9.7,18.1,No,No
32092,2013-07-29,Sydney,0.0,2.6,10.2,NNW,37.0,N,N,22.0,11.0,53.0,35.0,1025.2,1020.8,6.0,1.0,17.6,23.3,No,No
32093,2013-07-30,Sydney,0.0,3.4,3.4,SSW,48.0,W,ENE,13.0,6.0,73.0,49.0,1019.9,1017.8,6.0,5.0,12.8,19.7,No,Yes
32094,2013-07-31,Sydney,5.6,2.6,8.1,S,43.0,SSW,S,20.0,22.0,82.0,61.0,1023.9,1022.7,7.0,4.0,13.9,17.0,Yes,No
32095,2013-08-01,Sydney,0.0,3.4,10.1,W,30.0,WNW,ESE,24.0,15.0,71.0,54.0,1023.3,1020.1,2.0,3.0,11.0,17.5,No,No
32096,2013-08-02,Sydney,0.0,2.2,6.8,W,31.0,W,W,15.0,19.0,83.0,31.0,1018.0,1012.7,7.0,3.0,10.9,19.7,No,No
32097,2013-08-03,Sydney,0.0,3.6,10.0,NW,37.0,W,W,7.0,4.0,51.0,29.0,1016.0,1012.1,4.0,1.0,13.5,19.2,No,No
32098,2013-08-04,Sydney,0.0,4.2,8.5,WSW,44.0,NW,WSW,9.0,24.0,54.0,29.0,1013.6,1012.2,6.0,5.0,14.0,18.0,No,No
32099,2013-08-05,Sydney,0.0,3.8,10.0,WNW,50.0,,WNW,11.0,15.0,52.0,34.0,1017.6,1013.6,1.0,2.0,13.1,20.4,No,No
32100,2013-08-06,Sydney,0.0,5.6,8.7,NNW,52.0,NW,WNW,20.0,17.0,48.0,30.0,1011.9,1008.0,5.0,5.0,16.4,22.1,No,No
32101,2013-08-07,Sydney,0.8,4.8,8.3,WSW,35.0,W,ESE,17.0,15.0,57.0,49.0,1013.6,1009.3,2.0,7.0,13.0,16.0,No,Yes
32102,2013-08-08,Sydney,9.6,3.8,1.3,SSW,57.0,W,SSW,24.0,24.0,85.0,74.0,1008.3,1009.8,7.0,7.0,9.3,12.6,Yes,Yes
32103,2013-08-09,Sydney,4.2,0.6,6.7,W,35.0,W,NW,20.0,9.0,60.0,43.0,1018.9,1014.0,4.0,7.0,11.2,17.1,Yes,No
32104,2013-08-10,Sydney,0.0,4.0,10.6,W,31.0,W,NW,11.0,11.0,46.0,33.0,1016.0,1013.4,0.0,1.0,13.4,23.5,No,No
32105,2013-08-11,Sydney,0.0,3.8,10.4,WSW,31.0,,E,13.0,11.0,61.0,38.0,1018.2,1013.5,1.0,1.0,12.7,19.2,No,No
32106,2013-08-12,Sydney,0.2,3.8,5.4,W,94.0,N,W,9.0,48.0,40.0,40.0,1005.8,1004.2,3.0,7.0,19.6,18.9,No,No
32107,2013-08-13,Sydney,0.0,5.8,10.8,W,35.0,NNW,WNW,13.0,9.0,35.0,25.0,1013.7,1012.2,1.0,1.0,14.5,22.2,No,No
32108,2013-08-14,Sydney,0.0,4.2,10.7,NNW,39.0,NNW,WNW,24.0,17.0,39.0,22.0,1013.6,1007.7,2.0,1.0,15.9,23.9,No,No
32109,2013-08-15,Sydney,0.0,8.0,10.7,W,57.0,WSW,S,24.0,19.0,42.0,29.0,1019.0,1019.8,1.0,1.0,12.3,17.7,No,No
32110,2013-08-16,Sydney,0.0,3.6,10.7,NE,41.0,WNW,ENE,17.0,26.0,61.0,36.0,1023.7,1016.9,0.0,0.0,10.8,19.1,No,No
32111,2013-08-17,Sydney,0.0,6.2,10.5,WNW,57.0,,W,20.0,26.0,41.0,34.0,1010.1,1006.7,1.0,4.0,17.6,22.6,No,No
32112,2013-08-18,Sydney,0.0,6.6,10.7,WNW,39.0,NW,NNW,15.0,20.0,38.0,28.0,1016.9,1011.9,0.0,1.0,16.2,22.8,No,No
32113,2013-08-19,Sydney,0.0,7.8,9.9,W,59.0,N,WNW,7.0,39.0,33.0,25.0,1009.7,1007.0,2.0,5.0,17.0,19.8,No,No
32114,2013-08-20,Sydney,0.0,6.2,10.8,WSW,56.0,WSW,WSW,26.0,22.0,43.0,26.0,1013.7,1011.9,1.0,1.0,10.7,15.4,No,No
32115,2013-08-21,Sydney,0.0,3.0,10.3,W,50.0,W,W,20.0,20.0,50.0,30.0,1016.3,1013.4,2.0,3.0,11.3,17.5,No,No
32116,2013-08-22,Sydney,0.0,5.6,6.7,W,50.0,N,WNW,19.0,24.0,48.0,32.0,1013.8,1010.2,7.0,7.0,12.5,17.7,No,No
32117,2013-08-23,Sydney,0.0,4.0,2.5,WNW,56.0,NW,WNW,20.0,28.0,50.0,42.0,1010.2,1008.5,7.0,7.0,14.8,17.4,No,No
32118,2013-08-24,Sydney,0.0,4.0,10.8,W,35.0,WSW,ESE,26.0,19.0,52.0,42.0,1020.1,1020.0,2.0,4.0,15.9,21.8,No,No
32119,2013-08-25,Sydney,0.0,4.2,10.7,SW,35.0,WNW,E,17.0,17.0,72.0,53.0,1024.0,1020.4,1.0,1.0,12.7,19.6,No,No
32120,2013-08-26,Sydney,0.0,3.6,9.6,W,33.0,WNW,WNW,20.0,11.0,54.0,30.0,1024.6,1020.4,3.0,6.0,14.2,21.6,No,No
32121,2013-08-27,Sydney,0.0,2.2,9.4,W,24.0,,ESE,,15.0,58.0,60.0,1022.0,1018.6,4.0,2.0,15.4,19.9,No,No
32122,2013-08-28,Sydney,0.0,3.0,10.8,SSE,39.0,W,SSE,20.0,24.0,72.0,38.0,1021.5,1020.2,1.0,2.0,14.9,22.1,No,No
32123,2013-08-29,Sydney,0.0,3.8,6.7,NNE,56.0,WNW,NE,17.0,17.0,69.0,59.0,1024.4,1019.4,6.0,7.0,15.3,20.0,No,No
32124,2013-08-30,Sydney,0.0,5.2,10.2,N,39.0,N,ENE,22.0,6.0,46.0,53.0,1015.1,1011.4,1.0,1.0,21.7,23.5,No,No
32125,2013-08-31,Sydney,0.0,5.8,8.2,W,30.0,WNW,SE,22.0,11.0,60.0,34.0,1021.5,1020.0,7.0,4.0,15.9,23.6,No,No
32126,2013-09-01,Sydney,0.0,4.8,10.1,ENE,26.0,WNW,E,17.0,20.0,57.0,62.0,1028.5,1026.6,1.0,1.0,15.8,20.6,No,No
32127,2013-09-02,Sydney,0.0,4.0,11.0,NE,28.0,W,NE,19.0,17.0,71.0,41.0,1031.2,1029.1,6.0,2.0,15.9,21.4,No,No
32128,2013-09-03,Sydney,0.0,4.2,10.4,ENE,31.0,WNW,ENE,11.0,20.0,66.0,56.0,1034.0,1031.3,1.0,1.0,16.4,21.2,No,No
32129,2013-09-04,Sydney,0.0,3.8,10.1,NE,41.0,W,NE,13.0,20.0,75.0,52.0,1033.6,1028.7,1.0,1.0,15.7,20.7,No,No
32130,2013-09-05,Sydney,0.0,5.8,10.1,W,28.0,W,WNW,13.0,11.0,62.0,29.0,1027.3,1023.0,1.0,5.0,17.7,28.5,No,No
32131,2013-09-06,Sydney,0.0,5.0,8.5,WNW,24.0,SSW,E,13.0,15.0,74.0,70.0,1026.9,1023.1,7.0,7.0,20.5,21.2,No,No
32132,2013-09-07,Sydney,0.0,3.2,9.1,SSE,39.0,W,ENE,13.0,15.0,74.0,23.0,1022.4,1018.1,5.0,4.0,19.2,29.9,No,No
32133,2013-09-08,Sydney,0.0,4.6,1.7,SSE,41.0,SSE,ESE,13.0,13.0,78.0,73.0,1026.2,1023.0,7.0,7.0,17.5,18.7,No,No
32134,2013-09-09,Sydney,0.0,2.2,5.1,NNW,33.0,N,NE,9.0,11.0,70.0,69.0,1021.0,1014.0,2.0,7.0,21.1,22.5,No,No
32135,2013-09-10,Sydney,0.0,7.4,9.7,NNW,74.0,NW,WNW,33.0,31.0,24.0,14.0,1005.5,1000.4,2.0,4.0,25.9,30.6,No,No
32136,2013-09-11,Sydney,0.0,11.6,6.8,WNW,43.0,W,WSW,28.0,15.0,38.0,22.0,1011.7,1008.7,5.0,3.0,16.9,24.5,No,No
32137,2013-09-12,Sydney,0.0,6.4,10.2,S,74.0,W,SW,15.0,6.0,41.0,27.0,1015.2,1010.1,1.0,4.0,17.5,22.4,No,No
32138,2013-09-13,Sydney,0.0,5.6,6.1,SSW,41.0,SW,ENE,20.0,24.0,67.0,56.0,1021.9,1018.1,7.0,7.0,14.9,16.9,No,Yes
32139,2013-09-14,Sydney,2.2,3.4,8.4,ENE,54.0,W,S,17.0,24.0,75.0,59.0,1011.2,1009.1,5.0,3.0,17.0,20.2,Yes,No
32140,2013-09-15,Sydney,0.0,4.0,6.2,WSW,33.0,S,ENE,6.0,17.0,74.0,66.0,1018.4,1016.3,7.0,5.0,16.4,17.9,No,Yes
32141,2013-09-16,Sydney,1.2,2.2,0.0,ENE,80.0,S,ENE,6.0,35.0,75.0,91.0,1016.0,1010.0,8.0,8.0,16.5,16.5,Yes,Yes
32143,2013-09-18,Sydney,0.0,6.8,10.7,W,48.0,NW,W,20.0,28.0,53.0,28.0,1002.0,1000.0,6.0,1.0,20.7,24.7,No,No
32144,2013-09-19,Sydney,0.2,7.6,11.2,WNW,63.0,W,WNW,9.0,46.0,31.0,21.0,1005.7,1002.9,0.0,1.0,19.9,22.9,No,No
32145,2013-09-20,Sydney,0.0,6.2,10.3,WSW,69.0,NNW,SW,13.0,24.0,34.0,30.0,1007.9,1006.2,2.0,6.0,18.6,18.9,No,No
32146,2013-09-21,Sydney,0.0,7.0,11.0,W,37.0,W,ESE,22.0,19.0,49.0,42.0,1014.8,1012.2,1.0,2.0,16.8,20.1,No,No
32147,2013-09-22,Sydney,0.0,4.6,10.5,E,28.0,WNW,ENE,11.0,20.0,57.0,51.0,1014.9,1011.6,1.0,2.0,16.9,21.6,No,No
32148,2013-09-23,Sydney,0.0,5.4,10.9,ENE,24.0,W,E,7.0,13.0,55.0,54.0,1012.0,1007.3,1.0,1.0,19.1,22.8,No,No
32149,2013-09-24,Sydney,0.0,7.4,5.3,WSW,39.0,E,ENE,2.0,9.0,32.0,32.0,1004.1,1000.4,7.0,5.0,22.4,26.9,No,No
32150,2013-09-25,Sydney,0.0,6.4,10.7,NNE,43.0,W,NE,9.0,20.0,40.0,32.0,1009.8,1006.0,0.0,1.0,23.4,27.3,No,No
32152,2013-09-27,Sydney,0.0,12.2,11.4,W,46.0,W,E,19.0,19.0,29.0,39.0,1019.9,1016.6,0.0,0.0,18.1,19.9,No,No
32153,2013-09-28,Sydney,0.0,8.0,11.5,W,76.0,W,W,13.0,39.0,47.0,13.0,1011.1,1005.2,1.0,1.0,18.9,27.9,No,No
32155,2013-09-30,Sydney,0.0,6.4,10.6,NNE,35.0,W,NE,6.0,17.0,46.0,35.0,1016.6,1010.7,6.0,3.0,20.3,26.2,No,No
32156,2013-10-01,Sydney,0.0,8.6,3.0,NW,85.0,NNW,WNW,35.0,41.0,33.0,32.0,1003.8,1005.0,7.0,7.0,24.7,26.4,No,No
32157,2013-10-02,Sydney,0.0,9.8,11.2,NNW,48.0,NNW,ENE,17.0,15.0,31.0,26.0,1015.6,1007.6,1.0,7.0,20.8,26.0,No,No
32158,2013-10-03,Sydney,0.0,10.0,3.7,WSW,65.0,WSW,S,30.0,24.0,41.0,41.0,1010.9,1014.3,2.0,4.0,17.7,17.2,No,Yes
32159,2013-10-04,Sydney,5.0,3.8,10.6,WSW,39.0,WNW,ESE,15.0,15.0,45.0,37.0,1022.4,1019.1,2.0,1.0,16.1,19.3,Yes,No
32160,2013-10-05,Sydney,0.0,5.2,9.2,E,28.0,W,E,15.0,13.0,56.0,41.0,1016.5,1010.4,4.0,6.0,17.8,23.4,No,No
32161,2013-10-06,Sydney,0.0,5.6,11.2,SSW,33.0,WNW,E,9.0,17.0,41.0,24.0,1010.5,1005.0,2.0,3.0,20.1,28.9,No,No
32162,2013-10-07,Sydney,0.0,9.8,10.4,SE,52.0,SSW,SSE,26.0,33.0,60.0,44.0,1011.2,1010.8,2.0,2.0,18.3,20.3,No,No
32163,2013-10-08,Sydney,0.0,5.8,11.2,SSE,44.0,WNW,SSE,9.0,22.0,58.0,49.0,1014.0,1015.8,1.0,5.0,17.7,19.8,No,No
32164,2013-10-09,Sydney,0.0,5.0,11.9,ENE,30.0,W,NE,13.0,15.0,59.0,36.0,1019.0,1013.1,0.0,0.0,17.6,25.7,No,No
32165,2013-10-10,Sydney,0.0,10.0,10.0,S,74.0,NW,WNW,15.0,22.0,22.0,10.0,1009.7,1003.1,7.0,1.0,27.3,37.1,No,No
32166,2013-10-11,Sydney,0.0,13.2,10.0,SSE,61.0,SSE,ENE,24.0,19.0,64.0,49.0,1013.1,1012.7,5.0,1.0,18.4,20.5,No,No
32167,2013-10-12,Sydney,0.0,5.8,11.2,ENE,31.0,WNW,ENE,13.0,24.0,63.0,62.0,1016.0,1009.5,0.0,0.0,18.5,23.3,No,No
32168,2013-10-13,Sydney,0.0,6.6,10.8,WNW,80.0,WNW,WNW,11.0,46.0,45.0,10.0,1002.2,996.3,2.0,1.0,24.7,34.2,No,Yes
32169,2013-10-14,Sydney,5.0,15.2,6.7,WSW,44.0,SSW,ESE,28.0,24.0,44.0,34.0,1014.5,1014.4,5.0,2.0,14.8,19.3,Yes,No
32170,2013-10-15,Sydney,0.0,5.8,12.1,E,33.0,WNW,NE,15.0,20.0,40.0,32.0,1022.6,1018.7,1.0,0.0,15.4,21.5,No,No
32171,2013-10-16,Sydney,0.0,6.4,11.7,NE,48.0,NNE,ENE,9.0,35.0,33.0,32.0,1018.9,1012.4,1.0,1.0,21.1,25.1,No,No
32172,2013-10-17,Sydney,0.0,11.2,5.2,NW,80.0,N,WNW,31.0,43.0,23.0,10.0,1005.9,1003.3,7.0,7.0,27.5,31.5,No,No
32173,2013-10-18,Sydney,0.0,13.4,11.2,SW,41.0,W,E,15.0,22.0,30.0,43.0,1025.8,1025.1,2.0,2.0,17.9,19.7,No,No
32174,2013-10-19,Sydney,0.0,6.8,12.1,ENE,37.0,WNW,E,13.0,28.0,57.0,43.0,1028.1,1024.4,0.0,0.0,17.6,21.3,No,No
32175,2013-10-20,Sydney,0.0,7.2,10.9,NNE,48.0,W,ENE,4.0,19.0,65.0,59.0,1021.5,1016.5,0.0,5.0,20.7,23.4,No,No
32176,2013-10-21,Sydney,0.0,6.2,10.3,NNE,37.0,W,ESE,11.0,15.0,56.0,48.0,1016.3,1011.9,0.0,6.0,21.4,26.7,No,No
32177,2013-10-22,Sydney,0.0,9.4,0.6,SW,50.0,SSW,ESE,20.0,7.0,72.0,65.0,1016.2,1011.7,7.0,8.0,21.4,24.2,No,Yes
32178,2013-10-23,Sydney,3.6,2.8,11.9,NW,63.0,NNW,W,28.0,31.0,47.0,16.0,1004.8,1002.3,3.0,1.0,27.0,32.9,Yes,No
32179,2013-10-24,Sydney,0.0,12.4,12.5,W,70.0,WSW,WSW,20.0,31.0,41.0,18.0,1011.7,1012.9,1.0,1.0,20.2,23.7,No,No
32180,2013-10-25,Sydney,0.0,10.8,10.4,E,35.0,WSW,E,20.0,26.0,28.0,31.0,1023.2,1019.2,1.0,0.0,16.0,20.7,No,No
32181,2013-10-26,Sydney,0.0,8.8,11.6,WSW,44.0,WSW,ESE,28.0,26.0,34.0,42.0,1020.9,1019.1,7.0,1.0,17.2,21.6,No,No
32182,2013-10-27,Sydney,0.0,6.0,9.1,ESE,37.0,NW,E,17.0,20.0,51.0,55.0,1022.5,1020.4,3.0,7.0,20.5,20.5,No,Yes
32183,2013-10-28,Sydney,28.2,3.2,5.7,ENE,61.0,ENE,E,15.0,19.0,81.0,61.0,1019.5,1014.3,7.0,2.0,19.5,22.2,Yes,No
32184,2013-10-29,Sydney,0.0,4.8,5.0,S,93.0,W,,15.0,0.0,78.0,68.0,1006.6,1008.7,7.0,7.0,19.5,18.9,No,No
32191,2013-11-05,Sydney,0.0,9.8,4.3,ESE,33.0,,ESE,0.0,20.0,58.0,47.0,1028.0,1026.5,7.0,5.0,16.6,19.1,No,No
32192,2013-11-06,Sydney,0.0,4.6,12.2,ENE,43.0,W,E,11.0,30.0,58.0,51.0,1024.3,1019.2,1.0,1.0,17.4,20.7,No,No
32193,2013-11-07,Sydney,0.0,8.0,11.9,NNE,48.0,W,ENE,11.0,22.0,59.0,51.0,1017.1,1012.2,0.0,1.0,20.6,24.7,No,No
32194,2013-11-08,Sydney,0.0,9.4,8.3,W,63.0,W,NNE,4.0,28.0,43.0,44.0,1011.0,1006.4,3.0,6.0,24.5,27.6,No,No
32195,2013-11-09,Sydney,0.0,10.4,9.5,SSE,48.0,WNW,SE,9.0,20.0,46.0,37.0,1006.4,1006.6,4.0,3.0,24.8,28.4,No,Yes
32196,2013-11-10,Sydney,11.6,9.6,0.7,SE,50.0,SSW,SE,15.0,22.0,87.0,62.0,1017.5,1017.2,8.0,7.0,15.8,18.7,Yes,Yes
32197,2013-11-11,Sydney,39.6,9.4,0.0,SE,54.0,SSE,SSE,31.0,28.0,91.0,91.0,1018.1,1016.4,8.0,7.0,16.0,17.3,Yes,Yes
32198,2013-11-12,Sydney,20.2,1.8,4.9,ENE,28.0,N,E,4.0,6.0,92.0,66.0,1013.2,1011.8,8.0,7.0,17.4,21.9,Yes,Yes
32199,2013-11-13,Sydney,7.4,3.2,13.0,ENE,37.0,W,E,20.0,24.0,59.0,59.0,1014.4,1011.2,1.0,3.0,20.7,23.2,Yes,No
32200,2013-11-14,Sydney,0.0,9.6,13.2,ENE,33.0,WNW,E,15.0,20.0,32.0,45.0,1014.1,1011.3,0.0,1.0,22.5,23.7,No,No
